Timestamp,RCM,CWT,M10HP3,M11HP3,M12HP7,M13HP19,FWB,OC,BBCM,allplant
12/09/2021 09:00:00,13.30543839,126.2736817,6.803682111,6.868353779,16.01947711,42.6614034,18.47082424,60.59096155,2.978935129,361.9516925
12/09/2021 09:00:10,13.35475101,121.9044029,6.726378651,6.687033724,15.16415384,42.08186324,17.69400651,58.99230468,3.05361113,353.7121168
12/09/2021 09:00:20,13.35397593,123.4879102,6.739964257,6.614491164,15.4423751,42.77393437,17.89980191,59.26380223,2.931990656,356.4402365
12/09/2021 09:00:30,13.25647381,123.6810207,6.573096668,6.516097254,15.50826818,41.19939983,17.69261858,59.71025853,3.015877121,355.1689878
12/09/2021 09:00:40,13.28915444,126.1830611,6.733114015,6.565825429,15.19230508,43.28789236,17.59693589,60.89442941,2.952798029,360.6483138
12/09/2021 09:00:50,13.40963772,124.9652953,6.884145683,6.69069439,15.21947782,41.93949389,18.10920581,58.98383822,2.911771478,357.0253318
12/09/2021 09:01:00,13.12816318,121.5723284,6.840921608,6.775219084,15.73010645,43.23220022,18.28178397,59.22075902,3.019858258,355.8211985
12/09/2021 09:01:10,13.29681567,124.2851945,6.490291778,6.733231834,15.77539796,41.84831494,17.8406576,60.32759983,2.96311738,327.5237389
12/09/2021 09:01:20,13.0498043,123.4599926,6.681321316,6.752717743,15.65445765,41.1167157,17.84481226,59.34648119,2.890246417,354.6867956
12/09/2021 09:01:30,13.32001481,121.9999045,6.642332479,6.67381694,16.0343164,41.70985751,17.44720117,61.44363633,3.003992707,356.2790655
12/09/2021 09:01:40,13.26288694,123.9984397,6.51959086,6.702180387,15.12188552,43.61436211,18.42100004,60.34149401,2.913772998,358.8093856
12/09/2021 09:01:50,13.25274126,127.1040337,6.567562797,6.716590818,16.04440276,41.3066852,18.40750597,60.77969978,3.049605068,320.2784324
12/09/2021 09:02:00,13.13406707,122.1712522,6.646111834,6.777294439,15.85963586,43.42459563,17.61660189,59.49224436,2.984691761,356.0911868
12/09/2021 09:02:10,13.24058694,124.4861602,6.522422926,6.75224396,16.07116428,41.67836172,18.29093479,59.28935258,3.002393044,357.3360135
12/09/2021 09:02:20,13.46016812,123.0032299,6.502616346,6.877296902,16.0688816,42.56331729,18.17700469,59.10879419,3.004240578,356.7697902
12/09/2021 09:02:30,13.35657512,123.1060626,6.602447077,6.832659253,15.74764152,41.59241559,17.82701391,61.2486424,2.971020113,421.2554977
12/09/2021 09:02:40,13.30048536,126.18801,6.853084459,6.817482638,15.12448587,42.00592207,18.49068377,59.3956172,3.020618578,359.2170085
12/09/2021 09:02:50,13.16004534,123.6578613,6.834330729,6.62189949,15.27749475,42.88718408,17.38868029,59.16132095,3.044231034,356.077279
12/09/2021 09:03:00,13.41407445,127.2954014,6.595279001,6.664437921,15.36513706,42.52946952,18.27143079,58.42109524,2.965294893,359.4869152
12/09/2021 09:03:10,13.37607387,127.2359763,6.660324216,6.572662872,15.15841128,41.58297359,18.19680888,59.31118088,3.019240265,384.1328924
12/09/2021 09:03:20,13.27620233,123.92923,6.764103287,6.654994223,15.57527794,43.10710521,18.06239187,61.52795451,3.078997291,390.0552539
12/09/2021 09:03:30,13.16742012,121.0660345,6.80969293,6.704000,15.49041381,41.77907085,18.12195824,59.99787129,2.959405854,434
12/09/2021 09:03:40,13.48534633,128.1616239,6.53736952,6.531820744,15.33783442,41.3905372,18.23540719,61.60579877,2.970165521,362.2260691
12/09/2021 09:03:50,13.18075183,123.5511656,6.765910649,6.609051038,15.94320313,41.66557667,17.39705886,61.15920828,2.892631276,357.0571886
12/09/2021 09:04:00,13.35644527,124.5048313,6.511114259,6.838958472,15.83229284,43.3280659,17.42988273,58.01233128,3.073685641,356.9612934
12/09/2021 09:04:10,13.24326105,124.7967099,6.86249567,6.853574922,15.42735178,43.47479943,17.74679019,59.25646375,3.011348996,358.6841447
12/09/2021 09:04:20,13.38738234,123.9776588,6.605189216,6.488090826,15.85733413,41.24693286,17.70141489,57.86467892,2.951538066,354.0317582
12/09/2021 09:04:30,13.27954112,123.6665487,6.490955024,6.591480865,15.89735953,41.17485131,18.26072996,58.40378372,3.046138189,454.8575266
12/09/2021 09:04:40,13.08308846,127.2911342,6.813327419,6.66623582,16.09321627,42.5536923,17.59437875,58.85588851,2.981577776,359.9141173
12/09/2021 09:04:50,13.50625814,122.8879905,6.850434519,6.676152812,15.45085004,42.66282226,17.68763532,59.24767423,3.009164056,355.9881459
12/09/2021 09:05:00,13.19258461,123.2995029,6.75467812,6.844232335,15.52231162,43.01883164,17.5786541,61.44065538,2.96775672,358.5869642
12/09/2021 09:05:10,13.33728203,125.7841858,6.631463161,6.483081814,15.30107378,43.46908549,17.45207131,60.93036507,2.985253222,360.359115
12/09/2021 09:05:20,13.0673363,125.5028416,6.500071279,6.708381968,15.47817534,41.43758377,17.67800988,59.08705464,3.046641181,356.5527372
12/09/2021 09:05:30,13.24517513,122.4107264,6.595787263,6.651917088,15.80060403,41.86936344,17.90359546,61.17742414,3.017052425,356.6886978
12/09/2021 09:05:40,13.22850767,126.4404019,6.554722564,6.704435571,15.44128702,42.78917876,18.18698633,60.561249,2.90623468,360.7192382
12/09/2021 09:05:50,13.16065126,127.2709869,6.636877863,6.513110478,15.81906878,43.38898076,18.33257361,60.34775385,3.080255212,362.6305139
12/09/2021 09:06:00,13.43352573,126.0741785,6.795667661,6.842634992,15.6459987,43.31791102,17.84427199,60.84050318,3.0153457,361.8253831
12/09/2021 09:06:10,13.20313875,123.7870574,6.883768846,6.594264484,15.48767834,41.5279727,17.49965197,59.88726104,2.988978994,355.8487515
12/09/2021 09:06:20,13.24317085,126.4576536,6.814477501,6.697639468,15.59439425,41.41734591,18.3914025,61.59551416,2.963227889,361.138054
12/09/2021 09:06:30,13.22565582,123.4024045,6.613214932,6.780005431,15.23969009,41.94481104,18.47781956,58.41633253,3.050495609,355.2009252
12/09/2021 09:06:40,13.25235181,122.572268,6.551150533,6.503659947,15.4611269,42.9352784,17.76997114,61.22210273,3.023602313,357.3151141
12/09/2021 09:06:50,13.04226117,128.3003388,6.858804336,6.501963486,15.25618853,43.31058899,18.25163332,61.02621769,2.936767295,363.4215309
12/09/2021 09:07:00,13.2006841,123.5065875,6.816497454,6.756117612,15.90424493,41.43689893,17.60427847,60.5081985,3.047676545,356.8288606
12/09/2021 09:07:10,13.20088058,121.8450486,6.737628666,6.601710921,15.90966822,41.23748941,18.21154594,59.42879511,2.923787411,354.0203422
12/09/2021 09:07:20,13.1792422,122.9509251,6.505759244,6.757065369,15.91950719,42.67044642,18.07008487,61.60904787,2.997326781,358.6567318
12/09/2021 09:07:30,13.35127167,127.9833848,6.630189134,6.873264138,15.64830385,41.42866023,18.12337553,59.17395601,2.90122955,360.0148645
12/09/2021 09:07:40,13.38179958,122.214665,6.839690495,6.717812178,15.47694565,41.50614491,18.12359043,59.39822657,3.007893883,354.6746626
12/09/2021 09:07:50,13.20665538,128.3775984,6.747179487,6.559650982,15.8848745,43.35601378,18.42249893,61.31879737,2.98824799,364.8497648
12/09/2021 09:08:00,13.18109379,122.9104139,6.535401681,6.733308501,15.91043939,42.27503135,18.46533812,59.97311627,2.958300151,356.9007433
12/09/2021 09:08:10,13.17150329,121.6182089,6.579097844,6.664730477,15.47369458,42.89411554,17.36666706,61.22281609,2.938612578,355.868059
12/09/2021 09:08:20,13.19653266,126.832262,6.769788588,6.786006591,15.67532569,42.5841805,17.99916175,60.19250129,2.932718473,360.901196
12/09/2021 09:08:30,13.38508262,126.4981921,6.575781171,6.766812338,15.26552278,43.21124925,18.12200395,58.0471217,3.012196706,358.8961593
12/09/2021 09:08:40,13.16794418,127.9682749,6.801464391,6.500282317,15.48091886,41.75532558,18.26009161,59.70587085,3.063008502,360.7661897
